ALGO AENO LSST SRNA ELLT AMRP OTCS HETT HUXZ DUCT SMAH NPCK MSDP EORC CUBO HRET ANSO DIHO RTTH SPLZ NWIG MMBT MDGI AGVF RRES CTGI ALUT ACAC SRTX GARI RCRI ACIX CCNS MTNS IHOZ NAYO FWWG EELT HRND AETS ULXY BLBT BENI ITPA HTRK NGTE ILVX FCSG FARS MHRM EAFC
106.36 75.94 81.67 98.87 109.67 16.09 28.23 65.02 63.47 16.90 68.26 8.21 26.74 45.08 161.09 54.96 69.89 11.32 37.90 94.67 82.36 173.19 233.19 104.11 58.13 131.15 16.42 59.09 258.12 11.02 47.41 23.33 20.24 19.05 112.93 36.69 29.44 122.51 20.93 36.14 53.19 41.60 25.69 26.44 11.22 71.75 47.28 38.17 31.96 16.18 29.57
106.34 74.63 78.74 98.92 108.43 16.09 29.53 65.55 62.58 16.52 67.06 8.15 26.51 44.98 160.39 54.03 69.73 11.59 35.77 95.79 81.52 173.18 233.05 102.95 58.38 134.58 16.68 58.05 257.34 11.33 45.29 23.01 20.88 18.83 111.85 36.73 29.47 126.62 20.65 36.52 52.37 41.50 25.75 26.28 11.34 72.61 47.71 38.92 32.40 15.83 28.96
106.18 73.95 78.78 96.34 106.81 15.58 30.60 65.47 63.15 16.45 67.81 8.20 26.25 43.87 161.09 54.74 68.04 11.54 35.63 94.99 80.21 171.77 234.64 107.25 57.51 132.38 16.55 56.73 259.79 11.48 45.83 23.11 21.16 18.78 109.34 38.14 29.04 128.07 20.15 35.43 51.04 41.59 25.34 26.76 11.38 72.45 47.91 39.55 32.53 15.82 28.57
105.84 72.73 78.76 97.50 106.65 15.49 29.53 65.47 63.16 16.69 66.66 8.29 26.77 45.27 160.82 53.32 68.59 11.20 34.44 94.90 77.73 178.07 232.06 106.63 57.94 126.57 16.45 56.08 258.50 11.42 46.63 22.85 20.98 18.90 107.97 38.44 28.54 125.24 19.74 36.44 51.12 40.95 25.78 26.57 11.29 72.23 47.68 39.92 33.13 15.96 29.49
105.81 72.58 78.66 98.27 105.38 15.37 28.90 66.59 63.52 16.58 68.91 8.22 26.30 44.10 161.57 52.43 69.66 11.05 33.22 97.20 78.38 189.03 224.63 105.06 58.51 123.70 15.95 55.59 258.26 11.36 45.14 22.72 20.51 18.86 110.02 36.03 29.09 125.09 19.54 36.87 51.64 41.50 25.72 26.23 11.38 72.37 48.70 40.30 34.05 16.42 30.48
108.00 74.61 80.25 97.56 103.16 15.13 29.30 67.66 64.47 16.75 70.09 8.28 25.96 44.61 165.98 51.75 69.71 11.49 32.98 99.38 80.12 207.53 223.38 106.68 61.01 129.05 15.79 56.76 271.26 11.28 47.12 22.86 20.61 18.75 113.05 38.23 29.73 133.34 19.70 37.84 55.35 42.34 26.20 25.83 11.55 73.51 50.12 41.28 33.97 16.62 30.70
106.63 75.07 78.59 95.80 105.28 14.52 29.13 67.92 63.83 16.15 69.45 8.41 25.20 42.56 168.45 53.02 65.19 11.45 31.48 96.12 82.89 203.51 222.91 105.69 59.65 129.90 15.64 56.26 270.72 10.88 45.58 22.41 20.44 18.80 111.96 36.99 28.83 130.55 19.87 35.12 56.16 41.10 25.87 25.58 11.90 73.18 49.91 40.29 33.45 16.38 30.70
103.24 72.21 75.50 94.14 100.75 13.60 29.17 67.50 61.72 16.00 68.22 8.27 24.28 40.26 164.06 52.13 63.26 11.20 29.97 93.56 80.03 194.14 214.94 103.37 56.79 126.35 15.22 55.75 266.94 10.53 41.47 21.49 20.17 18.39 109.56 33.67 27.59 120.85 19.16 33.16 54.60 40.31 25.86 24.74 11.77 70.51 48.98 39.46 33.04 16.11 29.90
101.60 72.26 75.51 92.04 100.76 13.24 28.21 68.79 61.01 15.24 69.37 7.98 23.99 38.63 160.88 51.26 61.22 10.97 29.74 91.44 79.61 194.67 208.60 103.09 55.96 124.94 15.06 55.76 267.65 10.10 42.81 20.74 20.49 17.91 106.28 32.62 27.83 114.41 19.61 32.44 52.84 39.65 25.52 24.07 11.90 69.26 48.15 38.12 33.07 15.47 29.00
103.47 72.37 76.65 93.92 98.23 12.88 28.26 69.53 62.97 15.39 70.13 8.17 24.28 39.15 163.09 52.34 64.23 11.07 30.82 94.23 80.62 199.73 213.92 102.57 57.63 130.91 15.42 57.86 273.03 10.31 43.95 20.97 20.63 17.91 107.09 34.05 27.71 127.56 19.42 31.23 54.60 40.27 25.90 24.61 12.04 69.01 48.75 39.14 33.71 15.23 29.25
103.56 73.00 77.95 94.19 97.94 12.53 27.16 69.34 64.32 14.52 73.17 8.18 25.06 38.05 166.97 52.48 64.04 10.91 32.73 97.65 80.65 190.39 213.12 100.22 58.98 130.70 15.66 59.65 275.30 10.49 44.70 21.04 20.88 17.51 104.65 33.96 27.98 124.93 19.85 31.32 56.70 40.18 25.91 25.06 12.34 67.82 49.44 37.86 33.89 15.34 29.69
103.55 73.81 78.21 95.53 98.14 12.73 27.19 69.80 63.74 14.46 72.58 8.26 25.61 37.77 167.39 53.85 62.23 11.24 33.68 95.45 80.22 190.62 221.39 102.49 59.43 127.33 15.69 60.63 274.35 10.46 42.55 21.11 20.08 18.05 105.44 34.37 28.28 119.86 19.29 31.96 55.41 40.76 25.66 25.38 12.43 67.01 49.98 37.47 33.65 15.30 30.10
103.92 75.48 76.56 95.46 96.52 13.19 27.34 69.33 63.16 14.30 71.60 8.35 26.45 37.56 167.04 51.36 61.19 11.41 34.15 95.26 80.13 193.36 226.30 102.97 59.13 129.41 15.80 61.41 276.82 10.75 41.99 21.30 20.71 18.04 103.62 36.02 28.44 120.16 19.27 32.24 55.36 41.17 25.41 25.62 12.34 65.08 49.99 38.61 33.37 15.60 31.37
103.53 75.01 80.71 96.94 96.14 13.64 26.62 70.62 64.68 14.03 71.57 8.42 26.18 37.45 168.22 52.84 61.97 11.28 34.85 94.35 80.45 195.86 222.72 104.49 57.76 131.68 15.64 61.99 281.96 10.51 42.11 21.03 20.28 17.80 104.38 35.65 28.27 114.46 18.84 32.16 52.95 40.81 25.48 24.93 12.00 66.60 50.26 37.91 33.41 15.34 30.84
102.54 73.76 79.42 94.86 96.43 13.07 26.09 69.56 62.90 14.43 71.76 8.39 26.08 36.61 166.86 53.52 60.28 11.02 34.13 90.28 80.90 193.72 221.60 103.51 56.60 130.48 15.47 60.35 279.21 10.32 44.31 20.76 20.61 17.57 104.22 34.53 28.87 112.75 18.28 32.06 52.83 40.40 25.31 24.69 11.86 65.94 49.98 38.98 33.35 15.01 29.57
103.23 74.02 80.88 94.07 95.54 12.96 26.30 69.12 64.14 14.27 70.59 8.39 25.53 35.46 164.16 54.48 58.38 10.84 34.85 91.39 81.38 200.62 224.46 104.64 59.73 138.77 15.42 62.83 280.49 10.62 44.65 20.67 20.76 17.51 104.94 36.45 28.41 112.97 19.18 30.42 52.08 41.11 25.60 24.84 11.78 66.13 50.34 39.10 34.15 15.42 29.08
101.45 73.52 79.86 91.63 94.77 12.72 25.24 69.27 61.98 14.20 69.46 8.21 24.77 36.64 161.32 52.94 56.23 10.51 35.29 89.37 81.70 193.72 220.76 103.97 59.37 138.54 14.98 61.60 275.48 10.49 43.22 20.30 20.49 17.36 103.59 35.71 28.14 112.49 18.37 29.78 50.05 40.42 25.54 24.48 11.40 65.15 49.83 38.46 34.25 14.94 27.91
100.51 73.69 78.75 90.06 93.36 12.39 24.49 67.15 61.88 14.19 70.05 8.16 24.24 35.57 160.63 52.73 56.77 10.31 35.42 89.36 81.08 188.10 220.23 104.53 61.26 135.98 14.85 59.01 281.55 10.10 45.73 20.02 20.87 16.84 103.51 34.85 28.02 112.27 17.75 27.92 50.02 40.68 25.32 24.02 11.45 62.73 49.42 38.15 34.41 14.43 28.66
102.62 74.69 80.97 92.39 91.33 12.55 24.72 69.87 64.06 14.33 74.23 8.35 24.79 34.76 160.67 52.44 57.12 10.32 36.75 90.80 80.62 199.45 225.07 102.31 64.84 141.31 15.57 61.00 297.07 10.39 47.07 20.49 20.42 17.08 105.92 36.16 28.43 114.25 17.91 28.18 49.76 41.05 25.65 24.50 11.74 66.42 50.41 38.21 35.39 14.09 29.48
101.55 73.92 81.75 91.43 91.88 12.24 24.34 69.32 61.41 14.39 75.05 8.40 25.08 35.45 165.76 51.15 57.07 9.94 37.59 91.68 80.06 194.01 222.99 100.10 62.93 134.94 15.43 60.96 300.16 10.58 44.75 20.00 20.27 16.97 106.49 34.88 28.29 109.21 17.19 26.99 50.18 40.48 25.69 24.07 11.84 64.70 50.57 37.00 35.60 14.53 29.23
103.13 74.13 84.15 93.51 94.64 12.33 24.27 69.36 61.73 14.63 75.51 8.47 25.40 36.87 167.40 53.85 57.96 10.02 37.79 91.06 79.01 195.07 216.87 102.22 65.34 140.91 15.60 61.40 299.86 10.68 44.48 20.24 20.36 17.34 106.08 37.16 28.88 117.61 17.65 29.11 49.50 40.80 25.85 24.71 11.79 64.66 51.17 38.32 35.27 14.95 29.43
103.66 72.70 88.65 92.07 97.03 12.31 25.08 68.92 61.74 14.64 76.51 8.84 25.76 36.89 166.43 53.21 57.45 10.32 37.60 92.70 77.77 193.90 219.65 103.10 64.28 143.01 15.40 62.55 304.75 10.96 40.55 20.57 20.15 17.16 107.17 37.73 29.28 116.99 17.92 29.74 49.45 40.76 26.03 24.95 11.63 65.27 52.38 38.75 35.66 14.83 30.08
104.97 74.29 89.98 93.61 95.86 12.68 24.48 70.84 65.24 14.87 79.17 9.12 25.85 37.63 169.28 53.86 57.28 10.32 38.81 91.97 78.44 198.02 220.11 106.60 64.03 143.78 15.44 61.52 308.73 11.18 42.46 20.39 20.70 17.48 110.68 36.31 29.85 121.41 17.93 29.82 52.80 40.40 26.06 25.34 12.02 67.69 53.33 39.01 35.78 14.59 29.80
107.31 74.73 95.42 96.07 96.98 12.93 25.50 73.83 64.69 15.36 82.45 9.21 25.92 38.40 170.04 54.75 57.32 10.86 41.37 93.71 77.48 201.04 223.96 110.68 64.52 151.31 15.38 63.39 312.84 11.47 45.43 20.38 21.13 17.86 114.78 35.85 30.05 131.23 18.25 28.60 54.98 40.62 26.75 24.94 12.45 68.43 54.93 40.27 36.19 14.44 30.13
107.84 75.12 99.08 97.23 98.48 12.64 25.92 73.96 68.74 15.38 83.43 9.32 26.53 37.84 170.31 53.64 57.66 10.83 42.47 96.79 78.39 200.34 237.44 109.17 64.46 147.50 15.57 63.22 309.50 11.72 46.60 20.92 20.48 18.26 116.98 33.63 30.07 125.31 18.50 28.33 56.22 40.65 26.56 25.59 12.86 66.01 55.71 40.49 35.74 14.42 30.70
109.35 76.77 101.68 99.72 101.30 13.02 26.93 73.68 70.61 15.68 86.23 9.29 27.22 39.15 173.63 54.58 58.37 10.79 43.49 100.43 78.65 197.03 241.11 110.07 65.93 149.97 15.29 64.11 318.74 12.02 45.89 20.70 19.98 18.49 120.65 34.89 30.86 124.65 18.34 26.99 60.47 41.04 27.15 25.81 12.52 67.52 57.18 40.65 36.56 14.63 30.07
109.77 76.75 104.76 100.69 98.72 13.13 27.92 75.12 71.15 15.51 86.09 9.24 26.66 38.76 174.03 53.94 57.93 10.58 44.21 99.60 77.24 209.82 243.00 111.16 67.76 152.64 15.08 63.47 320.00 11.95 45.41 21.08 20.18 18.39 120.73 36.89 30.91 124.15 18.65 27.12 58.98 40.29 26.89 25.52 12.18 68.06 57.69 38.83 36.83 14.88 29.76
108.56 76.35 105.98 101.63 96.76 12.97 28.86 75.59 70.12 15.51 84.77 9.35 25.82 39.28 172.18 54.43 59.37 10.61 43.63 96.34 75.33 194.32 245.12 104.88 65.96 151.30 15.22 61.88 315.78 11.75 43.58 20.91 20.21 18.26 119.25 36.68 30.90 119.30 18.77 25.67 58.79 40.03 26.68 25.62 12.21 64.24 58.15 39.47 36.27 14.70 28.48
109.80 77.15 110.40 104.12 96.04 13.29 29.10 76.61 69.70 15.97 86.57 9.71 25.80 40.29 176.96 56.12 60.71 10.73 43.12 99.02 78.00 193.27 239.26 107.72 64.82 146.89 15.37 63.45 318.46 11.74 42.06 21.34 20.45 19.15 122.97 35.64 31.17 112.67 19.45 26.03 63.77 40.45 27.31 25.83 12.82 64.43 60.99 40.24 36.37 14.62 29.00
108.83 78.10 108.81 104.04 95.45 12.81 28.39 76.18 67.88 15.70 85.57 9.81 24.99 39.14 170.51 54.98 59.42 10.87 41.16 96.93 77.08 204.09 239.76 106.42 65.26 142.60 15.06 62.80 318.49 11.42 43.12 21.26 20.49 19.23 122.24 36.35 31.20 113.16 19.17 26.45 59.92 40.13 26.72 25.61 12.58 63.39 60.90 40.48 35.96 14.19 28.20
107.23 74.93 106.50 103.74 93.69 13.49 28.91 75.82 68.05 15.23 85.59 9.86 24.71 39.26 170.95 52.71 57.35 10.27 38.60 94.68 79.60 185.90 241.69 103.82 63.22 138.50 14.96 61.29 312.72 11.41 43.80 21.07 19.85 18.97 120.35 36.60 30.74 113.38 18.20 25.27 58.71 39.92 26.19 25.62 12.89 64.28 59.73 40.09 36.28 14.17 28.19
106.59 72.99 107.99 103.44 94.18 13.61 28.32 75.83 66.12 15.40 85.19 9.72 24.52 38.65 170.79 53.83 56.88 10.34 37.32 93.34 77.53 187.29 236.48 102.43 62.47 136.98 15.33 61.75 301.72 11.49 41.97 21.09 19.96 19.15 119.35 37.93 31.02 107.96 18.22 24.95 59.81 39.65 26.26 25.50 12.72 63.11 59.66 39.34 35.52 14.25 28.47
106.32 72.96 104.55 105.49 93.86 13.30 27.99 75.79 64.98 15.29 86.01 9.57 25.18 37.13 170.99 52.71 56.84 10.14 37.37 93.34 77.64 190.89 231.24 101.03 61.50 133.57 15.61 60.51 299.37 11.65 40.41 21.33 19.97 19.17 122.94 38.98 30.61 109.31 17.73 26.47 60.53 39.74 26.00 25.68 12.82 62.09 59.57 38.48 35.32 14.55 28.74
105.56 72.95 106.50 105.77 93.70 13.15 27.17 75.44 64.12 15.43 85.30 9.75 24.69 37.32 173.01 54.23 57.42 10.18 36.92 91.92 77.49 188.08 228.49 100.27 61.84 129.81 15.25 60.65 304.13 11.47 40.40 20.77 20.46 19.26 122.86 36.74 30.46 106.55 17.99 25.14 59.17 38.87 26.23 25.21 13.01 60.92 59.48 38.12 34.74 14.38 28.74
106.63 74.14 105.13 107.19 96.36 12.98 27.76 75.19 64.98 15.35 89.21 9.81 24.54 37.24 173.25 55.15 56.35 10.25 36.14 92.20 77.14 195.12 226.86 100.45 62.23 132.38 15.52 61.13 309.98 12.05 42.99 21.15 20.22 19.23 125.52 34.77 30.71 104.71 17.65 25.10 60.89 39.10 26.62 26.17 13.10 60.21 60.85 39.82 35.36 14.34 28.28
106.12 73.32 103.74 105.96 95.62 12.47 27.95 74.13 65.12 15.39 85.72 9.60 24.67 37.27 170.00 53.20 56.84 10.04 34.92 93.02 78.85 201.19 224.10 99.54 61.37 127.06 15.84 61.86 306.35 11.84 44.14 21.19 19.57 19.26 124.97 33.90 31.47 104.89 18.34 23.93 62.16 38.88 26.42 26.02 13.24 60.83 60.31 39.52 35.91 14.18 28.35
105.74 75.48 106.06 106.22 92.93 12.28 28.34 74.64 64.60 15.09 84.85 9.71 24.21 35.74 167.06 53.95 57.44 10.02 34.41 96.34 78.42 197.28 230.90 99.33 62.42 124.47 15.76 60.42 295.36 11.55 44.42 21.13 19.84 18.84 121.69 34.34 30.57 105.65 18.38 23.43 64.40 38.43 25.98 26.25 13.23 59.74 59.22 39.58 35.27 14.61 27.89
105.03 73.06 104.35 105.64 92.87 12.01 28.36 76.17 63.62 15.09 83.81 9.54 24.30 35.18 162.78 55.31 56.47 9.83 33.55 92.80 75.29 204.56 229.21 95.30 63.65 124.00 15.79 58.59 283.51 11.41 43.73 21.46 19.47 19.07 118.64 33.04 30.38 104.24 17.75 22.93 64.17 38.34 25.74 26.10 13.20 60.75 58.36 39.55 35.82 14.77 27.74
105.26 71.62 102.79 104.88 94.27 11.55 28.81 75.94 64.03 14.92 80.85 9.58 24.12 34.44 161.15 53.27 55.69 9.59 35.34 90.47 77.90 206.25 241.16 94.17 62.32 126.47 16.12 57.98 283.21 11.16 45.18 21.33 20.38 18.85 119.88 34.63 30.36 109.33 17.25 23.56 64.76 38.47 25.69 25.96 12.79 59.64 59.57 40.70 35.72 14.73 27.07
105.95 72.29 102.28 105.49 97.14 11.88 28.47 77.80 63.42 15.41 81.07 9.62 24.44 34.64 161.17 53.20 55.51 9.71 36.50 91.02 81.33 205.67 246.17 96.07 62.19 121.38 16.39 58.97 279.45 11.23 46.67 21.92 21.06 18.89 119.38 36.12 30.89 108.89 17.78 24.46 62.06 38.72 25.46 25.52 12.66 60.79 60.20 40.99 36.49 14.61 27.93
106.39 72.36 100.81 105.52 94.82 12.54 29.86 78.34 64.58 15.79 81.68 9.54 24.27 35.78 162.80 54.43 56.55 10.07 35.87 90.60 81.61 206.33 249.23 97.57 60.51 117.26 16.86 59.41 287.25 11.14 48.08 22.00 21.00 19.17 120.62 34.64 30.90 107.82 17.85 25.08 64.61 38.34 25.57 25.66 12.80 60.20 60.15 38.48 36.80 14.47 28.63
105.77 71.28 101.18 105.73 95.86 12.91 30.16 78.71 62.55 15.30 79.80 9.59 24.65 36.29 160.92 54.80 55.72 9.99 36.39 92.56 79.68 198.27 243.16 95.07 59.84 120.58 16.46 59.04 282.80 11.29 49.12 21.99 21.31 18.86 122.22 34.49 30.56 106.00 17.19 25.24 61.41 38.51 25.88 25.01 12.33 59.87 59.83 39.86 37.12 14.99 28.59
104.46 71.13 97.44 105.56 94.41 12.95 29.37 77.18 62.03 15.15 78.88 9.61 24.69 35.20 160.35 55.48 54.15 9.82 37.26 85.57 79.27 197.88 242.33 92.49 60.47 112.07 15.98 58.45 280.20 11.16 46.93 22.19 21.96 19.01 117.42 35.05 29.73 107.46 16.70 25.28 58.11 38.78 25.50 25.16 12.18 58.34 58.94 39.38 36.82 14.73 29.18
103.88 70.94 97.60 104.78 95.32 12.98 29.17 75.32 61.89 14.78 77.74 9.48 24.05 34.83 160.12 54.59 54.35 9.74 37.73 87.71 76.20 185.78 244.95 92.10 59.45 111.12 16.41 56.11 275.35 10.87 46.44 22.47 21.27 19.25 115.62 33.23 30.06 110.94 16.74 26.73 61.04 38.40 25.29 25.65 11.98 57.47 58.96 39.34 36.38 15.02 29.23
104.03 72.25 101.17 106.76 97.42 13.44 28.81 77.99 61.62 14.93 79.99 9.48 23.95 35.37 163.24 55.90 55.75 9.75 36.45 88.47 77.25 173.02 248.93 88.60 58.64 108.57 16.15 56.30 279.53 11.19 45.45 22.18 21.96 19.98 117.31 33.85 29.43 101.36 16.65 27.53 60.37 38.41 26.05 25.98 12.08 58.50 59.02 40.12 36.25 15.08 28.51
104.76 73.33 100.91 107.44 97.90 13.71 28.67 78.35 61.38 14.83 81.32 9.56 24.47 35.26 161.44 56.33 57.09 9.91 36.62 90.98 76.11 184.82 250.52 88.34 59.00 109.93 15.98 57.60 277.26 11.11 46.08 22.11 21.19 20.12 117.09 34.53 28.92 98.73 16.84 27.90 59.93 38.76 26.16 26.18 12.07 59.95 58.41 41.02 36.68 15.44 29.40
104.91 74.03 100.91 105.43 97.44 13.99 29.25 77.79 62.79 14.47 81.47 9.35 25.08 35.12 164.02 54.65 56.44 10.18 36.50 94.10 76.08 187.86 251.52 86.27 60.24 108.14 16.00 58.64 277.98 11.24 45.23 22.32 20.64 20.32 118.96 32.74 29.32 93.13 16.84 27.52 60.91 38.66 26.05 26.28 12.20 60.73 59.80 40.42 36.18 15.44 30.48
104.94 74.24 99.62 104.13 98.43 13.79 29.85 76.45 63.31 14.48 81.81 9.35 24.31 34.21 166.90 54.43 57.77 10.49 36.82 89.87 78.17 197.60 248.47 88.53 60.64 108.83 15.60 59.57 277.40 10.73 44.67 21.75 20.54 19.58 118.39 34.67 29.88 97.52 16.09 28.15 61.32 38.48 26.25 25.51 12.24 59.33 60.57 38.69 36.42 14.91 29.52
103.33 72.07 94.74 103.22 97.01 13.78 30.14 76.51 62.45 13.33 81.70 8.99 24.57 32.05 163.94 53.30 58.00 10.42 36.65 88.29 78.13 193.99 250.83 90.69 60.40 103.36 15.53 57.17 276.14 10.74 42.18 21.75 20.34 19.09 114.28 33.91 29.34 95.72 16.26 26.35 57.85 38.56 25.63 25.65 12.12 57.63 58.67 39.49 35.99 14.67 28.98
102.02 71.43 93.60 102.65 95.67 13.55 29.59 76.75 61.12 13.04 80.01 8.72 24.76 31.95 164.19 52.09 58.02 10.18 35.78 85.64 79.15 196.65 244.37 88.96 58.88 103.34 15.21 55.17 264.79 10.34 40.24 21.35 20.73 18.73 113.38 33.62 29.33 99.94 16.02 26.22 55.17 37.85 25.58 25.40 11.78 56.97 58.27 38.41 35.21 14.79 28.33
101.99 71.15 90.14 101.94 96.95 13.55 29.24 75.05 59.94 13.18 80.59 8.80 25.15 32.15 163.81 51.23 57.24 10.37 36.82 89.55 78.36 194.71 238.44 89.00 59.52 105.20 15.40 54.75 263.45 10.28 39.86 21.31 20.38 18.69 113.53 33.67 29.69 99.29 17.21 26.26 55.01 37.61 25.60 25.61 11.48 55.78 58.02 38.53 35.19 15.13 29.71
101.26 70.64 90.40 101.00 98.14 13.41 28.49 74.23 60.62 13.37 81.80 8.78 25.05 32.34 162.78 51.20 57.57 10.51 36.15 88.67 76.09 189.89 228.51 89.61 56.18 99.60 15.50 54.16 271.54 10.33 38.50 21.30 21.08 18.73 114.30 32.71 29.11 101.78 16.94 24.80 53.90 37.87 26.06 25.31 11.26 55.44 59.66 38.32 34.65 15.07 29.47
101.23 70.51 92.36 103.31 96.19 13.60 28.09 75.72 60.29 13.38 82.73 9.08 26.16 32.05 162.73 51.02 58.58 10.80 34.23 91.50 75.28 174.42 227.00 88.60 54.84 96.49 15.81 54.39 267.75 10.40 40.75 21.51 21.76 18.98 117.95 31.24 29.45 102.77 17.48 23.46 54.66 38.29 26.41 24.99 11.59 55.77 60.73 37.68 35.21 15.24 29.48
101.69 70.39 92.58 107.20 98.73 13.67 27.39 75.47 61.26 13.25 81.21 8.82 27.05 31.09 163.07 52.95 58.39 11.12 34.53 90.86 74.78 174.98 229.60 88.98 55.78 100.69 15.80 53.27 260.71 10.52 40.69 21.99 21.94 18.89 118.16 31.39 30.14 105.67 18.11 22.93 55.15 38.97 26.49 25.30 11.48 55.64 60.54 37.38 35.15 15.42 29.66
101.25 70.01 91.06 106.52 99.18 13.96 25.35 74.84 57.56 13.42 83.29 8.70 26.71 29.76 159.38 51.50 59.24 11.05 34.52 93.13 74.96 182.34 227.78 89.52 56.28 101.09 16.11 52.93 257.77 10.35 39.55 22.76 21.77 18.49 117.48 31.69 29.87 104.98 18.07 24.41 51.54 39.54 26.51 25.65 11.36 54.98 60.14 36.79 36.17 15.37 28.79
99.75 72.28 89.50 104.85 97.26 13.81 24.59 73.38 57.84 13.01 83.17 8.62 25.79 30.89 161.64 50.85 56.34 10.89 34.26 91.45 75.09 172.85 222.25 88.68 52.80 102.07 16.36 53.27 260.55 10.43 37.07 22.82 21.23 18.22 118.49 31.02 29.60 98.16 16.65 24.60 52.05 38.89 26.51 25.23 11.28 55.50 59.60 36.19 35.97 15.34 28.73
100.82 74.64 89.48 106.66 97.13 14.18 24.50 73.34 57.39 13.44 82.96 8.33 25.25 30.86 162.34 51.65 57.66 11.06 33.63 93.04 77.34 177.31 224.57 91.75 54.06 105.01 16.85 53.79 267.79 10.65 39.20 22.60 21.57 18.79 121.30 30.99 29.38 98.24 16.49 24.57 52.79 40.00 26.96 25.09 11.51 56.91 60.66 36.49 35.48 15.08 29.27
99.85 74.45 89.53 105.31 96.81 14.89 24.59 73.82 56.66 13.05 82.92 8.23 24.17 29.64 162.87 49.32 56.81 10.98 34.00 89.57 76.69 175.47 225.63 88.78 53.93 105.06 16.57 54.73 261.71 10.54 39.51 22.14 20.98 18.80 119.97 30.43 28.80 100.00 16.54 25.19 51.70 38.78 27.00 25.20 11.53 55.25 58.73 35.99 35.05 14.69 28.42
100.39 73.41 89.91 106.52 98.31 14.54 25.80 74.01 56.21 13.25 82.57 8.18 24.44 31.29 164.22 50.11 60.16 11.33 32.95 89.03 74.99 174.35 224.32 91.90 55.29 101.04 16.90 54.41 261.54 10.34 42.23 22.39 21.27 18.61 120.15 31.27 28.88 100.11 16.20 24.62 50.07 38.82 27.02 24.99 11.46 53.67 58.59 36.75 35.40 15.29 28.15
98.26 72.51 87.30 105.70 97.07 14.75 25.77 72.89 56.27 13.09 81.09 8.18 24.14 31.59 159.36 49.24 58.39 10.64 32.27 84.75 72.23 171.98 221.02 87.72 53.33 99.84 16.36 53.27 250.18 9.87 40.66 21.50 21.12 18.03 115.56 31.35 27.68 97.48 15.63 24.62 48.90 38.25 26.83 24.48 11.32 51.30 57.85 37.06 35.28 14.20 26.97
97.64 70.98 87.43 103.76 95.37 14.28 26.29 72.92 55.92 13.11 79.67 8.33 24.54 31.59 155.22 48.79 59.26 10.52 31.03 82.93 72.13 172.77 210.48 87.76 52.43 97.98 16.76 53.67 251.36 9.70 41.45 21.65 20.68 18.06 118.20 30.30 27.04 94.09 15.22 25.36 48.67 38.40 26.66 24.20 11.25 50.32 58.32 37.04 35.83 14.02 27.22
97.48 71.10 86.89 103.46 94.57 14.38 26.86 71.55 55.99 12.77 79.29 8.42 25.27 31.82 159.85 46.32 60.73 10.57 30.48 82.37 73.43 167.32 204.58 87.06 52.89 98.45 16.75 55.04 250.10 9.49 41.20 21.12 20.89 18.23 116.29 29.91 26.81 96.83 15.11 24.80 49.48 37.80 26.74 24.71 11.59 50.05 58.96 35.77 35.52 14.12 26.41
95.32 68.45 88.54 100.06 93.41 14.00 26.16 68.27 53.46 12.62 78.39 8.19 24.40 29.54 159.17 44.99 57.89 10.63 29.32 79.73 71.41 165.53 208.57 84.04 52.96 95.82 15.92 53.59 242.75 9.14 39.74 20.69 20.79 17.91 113.38 29.19 26.45 94.43 15.15 24.49 49.54 36.60 25.93 24.18 11.21 48.71 58.07 34.79 35.23 13.58 25.44
95.93 68.36 90.32 99.01 93.49 14.56 25.61 67.83 55.16 12.56 78.75 8.03 24.90 29.39 163.80 45.42 57.60 10.71 29.38 77.71 70.61 167.41 214.64 83.72 53.90 100.57 16.05 54.18 240.81 9.23 38.38 20.70 20.77 18.21 114.27 29.08 26.91 91.98 15.20 25.44 49.69 37.07 25.67 24.36 11.03 49.21 58.60 37.05 35.04 13.72 26.02
95.81 66.79 91.10 96.48 93.79 14.31 24.99 65.95 54.06 12.70 77.72 8.01 24.73 29.31 164.69 44.34 56.66 10.49 29.70 77.94 71.28 174.13 218.10 82.37 53.44 99.27 15.54 52.46 241.74 8.97 39.94 20.33 20.45 18.73 112.01 29.35 26.46 92.93 15.56 25.67 52.23 36.80 25.68 24.59 11.30 49.42 57.86 37.52 34.46 13.68 26.47
96.49 67.81 90.71 96.33 94.80 14.18 24.95 66.42 54.49 12.92 77.44 8.00 26.20 29.73 167.51 44.04 58.83 10.65 28.93 78.63 71.03 185.32 215.35 81.40 53.39 101.22 15.53 53.31 238.95 8.84 42.15 20.04 20.37 19.03 111.16 29.54 27.04 93.83 15.14 26.65 51.24 36.63 25.68 24.83 11.30 50.77 58.16 36.32 34.18 13.83 26.94
97.28 70.00 93.38 96.19 92.57 14.08 24.32 66.60 55.87 12.83 79.45 8.27 26.20 29.98 172.43 45.85 60.26 10.83 29.19 78.80 72.64 193.00 218.44 77.83 52.85 93.36 15.76 53.71 247.66 8.99 42.65 19.93 20.33 19.21 113.00 29.28 27.37 93.04 15.37 27.20 51.62 36.84 25.71 25.33 11.77 49.69 58.70 36.86 34.20 14.15 27.36
